June,czerwca
rewards,nie wręcz przeciwnie sztuczność chłód lub głupie ordynarne niezrozumienie czyjegoś znaczenia są zwykłą nagrodą za szczerość
candour,ani
mould,nie jego i
conclusions,w
counterbalance,możesz
palliate,Wiem o tym i nie chcę ich złagodzić zapewniam cię
wot,Boże nie muszę
contemplate,do i
sneers,do
censures,do
neighbours,do
defaulters,Podobnie jak inni niewywiązani z płatności lubię połowę winy zrzucić na los i niekorzystne okoliczności
adverse,Podobnie jak inni niewywiązani z płatności lubię połowę winy zrzucić na los i niekorzystne okoliczności
tack,na kurs
stainless,i
envy,Zazdroszczę Ci spokoju ducha czystego sumienia nieskażonej pamięci Wszyscy mężczyźni z jej kręgu zdawali się ją podziwiać i zazdrościć mi nie pozwól by zazdrość skłoniła cię do myśli
unpolluted,Zazdroszczę Ci spokoju ducha czystego sumienia nieskażonej pamięci
blot,go z
contamination,i
inexhaustible,Mała dziewczynko wspomnienie bez kleksów i zanieczyszczeń musi być wspaniałym skarbem niewyczerpanym źródłem czystego orzeźwienia
limpid,przejrzysty zdrowy
salubrious,przejrzysty zdrowy
gush,jej i na
bilge,żaden wytrysk wody zęzowej nie zmienił jej w cuchnącą kałużę
beware,i
interpreting,Szybko interpretuję jego język
villain,Więc wierz mi na słowo Nie jestem złoczyńcą ale dla każdego złoczyńcy jego własny występek
attribute,nie atrybut z jego
eminence,nie osiągają
sinner,i
hackneyed,i w
dissipations,rozproszeniach i
avow,Zastanawiasz się czy ci to przyznaję Wiedz że w toku swojego przyszłego życia często zostaniesz wybrany mimowolnym powiernikiem tajemnic znajomych
Know,Wiedz że
elected,się wybrany
confidant,że
forte,o sobie
indiscretion,niedyskrecji z jego którego nie się
innate,i
unobtrusive,to
manifestations,i to obserwowały przejawy są
wisdom,na mądrości w
degenerated,potem zwyrodniałem
simpleton,kiedy prostak
excites,Teraz kiedy jakikolwiek okrutny prostak podnieca mój wstręt swoją marną chamstwem nie mogę sobie schlebiać że jestem lepszy od niego
ribaldry,Teraz kiedy jakikolwiek okrutny prostak podnieca mój wstręt swoją marną chamstwem nie mogę sobie schlebiać że jestem lepszy od niego
Dread,Straszne wyrzuty sumienia kiedy kusi cię błądzić panno Eyre
err,że
Repentance,jest
Reformation,Jego lekarstwem może być reformacja
reform,i mogłem się zreformować ja
hampered,mam z tym
cursed,na
cost,nie
Possibly,i dostanę to co może kosztować Wtedy jeszcze bardziej zdegenerujesz się sir Możliwie
bee,mogę
gathers,mogę zbiera
moor,i
sting,ale mogę tak i na nigdy nie nic cię
cameo,a ty jesteś równie ignorantem w tej sprawie jak ta głowa kamei
preach,nie i na z w się
neophyte,nie i jego
porch,nie
unacquainted,nie
mysteries,nie i
flittered,wyrzuty sumienia
inspiration,to inspiracja jak
temptation,i się
devil,że
guest,że gość tak tej nocy jej
Distrust,że jest o do na się
messenger,nie
seducer,że z
judged,że z i
bears,to
gracious,na i
keeper,w
uneasy,że
bonny,na
pilgrim,Teraz kontynuował ponownie zwracając się do mnie przyjąłem pielgrzyma przebrane bóstwo jak naprawdę wierzę ale jego jest surowość wojownika Wielkiego Serca który strzeże konwoju pielgrzymów przed atakiem Apollyona
disguised,Teraz kontynuował ponownie zwracając się do mnie przyjąłem pielgrzyma przebrane bóstwo jak naprawdę wierzę zdesperowana i nachmurzona twarz szorstkie najeżone włosy równie dobrze mogłyby go ukryć
deity,Teraz kontynuował ponownie zwracając się do mnie przyjąłem pielgrzyma przebrane bóstwo jak naprawdę wierzę
charnel,moje serce było czymś w rodzaju kostnicy
imperfection,że i
sullied,nie
perpetual,wieczną
bane,dałeś do zrozumienia że skażona pamięć jest wieczną zgubą
revert,i do
Justly,i
paving,iw tej chwili buduję piekło energią Pan Składam dobre intencje które uważam za trwałe jak krzemień
durable,iw tej chwili buduję piekło energią Pan Składam dobre intencje które uważam za trwałe jak krzemień
flint,jak oko było
Certainly,I
associates,niż
pursuits,niż
ore,niż
dross,niż
unalterable,prawo nowego statutu
Medes,prawo nowego statutu
Persians,prawo nowego statutu
statute,prawo nowego statutu
legalise,prawo nowego statutu
unheard,niesłychane kombinacje okoliczności wymagają niesłychanych reguł To brzmi niebezpiecznie sir
combinations,niesłychane kombinacje okoliczności wymagają niesłychanych reguł To brzmi niebezpiecznie sir
maxim,niesłychane kombinacje okoliczności wymagają niesłychanych reguł To brzmi niebezpiecznie sir
Sententious,ponieważ od razu widać że jest podatny na nadużycia Rozważny mędrzec
sage,ponieważ od razu widać że jest podatny na nadużycia Rozważny mędrzec
fallible,i
arrogate,i Niech będzie dobrze
unsanctioned,i Niech będzie dobrze
interlocutor,rozmówcy
penetration,a zresztą wyczuwalne że charakter mojego rozmówcy był poza zasięgiem mojej penetracji w każdym spojrzeniu było przenikanie i moc
insecurity,niepewności
accompanies,niepewności
Sphynx,to już przeszła jej pora snu Boisz się mnie bo mówię jak sfinks Pański język jest zagadkowy sir
enigmatical,jej się
dreads,się
austere,i
constraint,Ograniczenie Lowood nadal trochę do ciebie przylega
muffling,kontrolowanie swoich funkcji tłumienie głosu i ograniczanie kończyn
restricting,kontrolowanie swoich funkcji tłumienie głosu i ograniczanie kończyn
vivacity,i
soar,gdyby był wolny wzbiłby się w chmury
nay,nie
rapture,i
coquetry,się z i nie opuszczona
blends,kokieteria płynie w jej krwi miesza się z mózgiem i przyprawia szpik kostny
seasons,w
marrow,się i
Il,l
faut,l
que,que
je,je
l,l
essaie,l
même,i
undergoing,Jest teraz z Sophie przechodzi proces przebierania się
robing,Jest teraz z Sophie przechodzi proces przebierania się
Céline,Céline
presentiment,takie jest moje przeczucie Precz ze złym przeczuciem Nie przeczuwałem co to będzie dla mnie
previously,z i w spódnicę wcześniej że nie się
circled,otoczony do
sandals,jej stopy były ubrane w jedwabne pończochy i małe białe atłasowe sandały
Est,Est ce que ma Adèle
va,Est ce que ma robe va bien zawołała rzucając się do przodu
mes,et mes je
souliers,et mes je
bas,et mes je
Tenez,et mes je
crois,et mes je
vais,et mes je
danser,et mes je
spreading,się
chasséed,et mes je
remercie,na
mille,na
fois,na
bonté,na
comme,comme
maman,że
faisait,est
Pre,est
cise,est
ly,est Cóż proszę pana będę gotowy kiedy nadejdzie rozkaz marszu Nadeszła teraz muszę to dać tej nocy W takim razie zamierzasz się ożenić sir Ex act ly precyzyjnie dokładnie
breeches,kieszeni spodni
vernal,żaden wiosenny odcień cię teraz nie odświeża jak kiedyś mnie
freshens,żaden wiosenny odcień cię teraz nie odświeża jak kiedyś mnie
floweret,Moja Wiosna jednak minęła ale pozostawiła mi na dłoniach ten francuski kwiat którego w niektórych nastrojach bym chciał się pozbyć
valuing,Nie doceniając teraz korzenia skąd się wziął
manure,jest
blossom,jest i
Catholic,i
expiating,i
XV,ROZDZIAŁ XV Pan
shuttlecock,i
beech,z
avenue,się
grande,Céline którą
taille,wierzył jak powiedział że wolała jego taille d athlète od elegancji Apollo Belvidere
athlète,wierzył jak powiedział że wolała jego taille d athlète od elegancji Apollo Belvidere
Belvidere,wierzył jak powiedział że wolała jego taille d athlète od elegancji Apollo Belvidere
preference,i
Gallic,I panno Eyre tak bardzo mi schlebiało to upodobanie galijskiej sylfy do jej brytyjskiego gnoma że umieściłem ją w hotelu
sylph,sylfy
gnome,I panno Eyre tak bardzo mi schlebiało to upodobanie galijskiej sylfy do jej brytyjskiego gnoma że umieściłem ją w hotelu
cashmeres,jej o Céline Varens
diamonds,jej o Céline Varens
dentelles,dał jej kompletny zakład służący powóz kaszmir diamenty dentelle i c
ruining,Krótko mówiąc zacząłem proces rujnowania się w otrzymanym
spoony,styl jak każda inna łyżka
originality,i ale aby
trode,się nie
exactness,Nie miałem jak się wydaje oryginalności by wytyczyć nową drogę do wstydu i zniszczenia ale podeptałem stary tor z głupią dokładnością aby nie zboczyć ani cala od utartego środka
deviate,się aby od
spoonies,Miałem na co zasłużyłem los wszystkich innych łyżeczek
Happening,się
consecrated,i
consecrating,Nigdy nie myślałem że jest w niej jakaś uświęcająca cnota
musk,zapach
amber,i
sanctity,zapach i
essences,i
gaslight,i
cigar,i
ensued,i
trail,i
Havannah,i
incense,i
freezing,i
sunless,na i
bonbons,i
croquant,i
barbarism,przeoczyć barbarzyństwo
comfits,w
equipages,w
fashionable,i
neighbouring,w
voiture,w
thumped,oczywiście moje serce waliło niecierpliwie w żelazne szyny na których się opierałem
impatience,się
rails,w i
inamorata,to jest samo słowo na operę inamorata
muffed,ją ze
unnecessary,niepotrzebne
encumbrance,ją ze
peeping,do ją ze
Bending,Pochylając się nad balkonem miałem zamiar mruknąć Mon ange oczywiście tonem który powinien być słyszalny tylko dla ucha miłości kiedy jakaś postać wyskoczyła za nią z powozu
Mon,Pochylając się nad balkonem miałem zamiar mruknąć Mon ange oczywiście tonem który powinien być słyszalny tylko dla ucha miłości kiedy jakaś postać wyskoczyła za nią z powozu
ange,Pochylając się nad balkonem miałem zamiar mruknąć Mon ange oczywiście tonem który powinien być słyszalny tylko dla ucha miłości kiedy jakaś postać wyskoczyła za nią z powozu
cloaked,również w płaszczu
hatted,to była która
arched,to była która jej
porte,to była która
cochère,to była która
sentiments,w
lapses,w
Floating,się ani nie
bristling,się i ani nie
breakers,się ani nie
channel,i
atoms,albo zostaniesz w uniesiony
calmer,w
sternness,surowość
façade,jego
reflecting,jego
welkin,jego
abhorred,jak się ja i tak
plague,jak się
boot,zatrzymał się i uderzył butem o twardą ziemię Wejdź na mój but
grip,trzymać go
Lifting,nie
Pain,się
detestation,się
dilating,się
Wild,Dzika walka powinna być najważniejsza
wrestle,Dzika walka powinna być najważniejsza on tylko walczył
paramount,Dzika walka powinna być najważniejsza
triumphed,ale inne uczucie wzrosło i zatriumfowało
Macbeth,Stała tam przy tym pniu bukowym wiedźma podobna do jednej z tych którzy ukazali się Makbetowi na wrzosowisku Forres
Forres,Stała tam przy tym pniu bukowym wiedźma podobna do jednej z tych którzy ukazali się Makbetowi na wrzosowisku Forres
memento,w
hieroglyphics,a potem napisała w powietrzu pamiątkę która biegła ponurymi hieroglifami wzdłuż całego frontu domu między górnym i dolnym rzędem okien Podoba mi się jeśli możesz
moodily,ujarzmił nastrojowo
obstacles,przeszkody
leviathan,i
spear,i
habergeon,i
hindrances,i
Continuing,do w się
diverged,do w się
rebuff,się
timed,się
scowling,się
charmer,w
cavalier,się
snake,się
undulating,się
coils,się
moonlit,się
core,w
Strange,Dziwne
mistresses,kochanek kochankami wszystkich
singularity,Ale ostatnia osobliwość wyjaśnia pierwszą jak już raz zasugerowałem
considerateness,ty ze swoją powagą rozwagą i ostrożnością zostałeś odbiorcą tajemnic
caution,ty ze swoją powagą rozwagą i ostrożnością zostałeś odbiorcą tajemnic
Happily,Na szczęście nie chcę go skrzywdzić
refresh,bo póki nie mogę cię nękać możesz mnie pokrzepić Po tej dygresji kontynuował Zostałem na balkonie
digression,bo póki nie mogę cię nękać możesz mnie pokrzepić Po tej dygresji kontynuował Zostałem na balkonie
lovers,potem zamknąłem okno z wyjątkiem szpary na tyle szerokiej by ujrzeć szeptane przysięgi kochanków
vows,potem zamknąłem okno z wyjątkiem szpary na tyle szerokiej by ujrzeć szeptane przysięgi kochanków
cloaks,i
roué,i
vicomte,i
brainless,i
despised,i
recognising,Rozpoznając go kieł węża Zazdrość został natychmiast złamany
fang,Rozpoznając go kieł węża Zazdrość został natychmiast złamany dawało mu to wytchnienie od gryzącego kła melancholii
Jealousy,go
extinguisher,ponieważ w tej samej chwili moja miłość do Céline opadła pod gaśnicę
betray,mnie zdradzić nie
rival,nie
contending,Kobieta która mogłaby mnie zdradzić za takiego rywala nie była warta walki
dupe,mniej jednak niż ja który byłem jej naiwniakiem Jak śmiesz Biedny głupi frajer Czy nawet własny interes nie może uczynić cię mądrzejszym Powtórzyłaś sobie dziś rano krótką scenę z ostatniej nocy Zakryj twarz i wstyd
eased,mnie
heartless,i
senseless,bez
enrage,bez
belabour,mnie
coarsely,z mnie tak jak
waxed,i igłę się
deformities,zwłaszcza Céline która nawet wspaniale pokazała moje wady osobiste deformacje jak je nazywała
launch,w
beauté,w
mâle,w
differed,gdzie różniła się diametralnie od ciebie który powiedział mi wprost podczas drugiego wywiadu że nie uważasz mnie za przystojnego
diametrically,gdzie różniła się diametralnie od ciebie który powiedział mi wprost podczas drugiego wywiadu że nie uważasz mnie za przystojnego
abridge,w takim razie muszę się skrócić
Opening,Otwierając okno wszedłem na nich
exigencies,zaoferował jej torebkę na pilne potrzeby
hysterics,zlekceważone krzyki histeria modlitwy protesty konwulsje
protestations,zlekceważone krzyki histeria modlitwy protesty konwulsje
convulsions,zlekceważone krzyki histeria modlitwy protesty konwulsje
Bois,umówił się z wicomte na spotkanie w Lasku Bulońskim
encountering,kiedyś tak bez
bullet,z
etiolated,w z
pip,w z jak
unluckily,Ale na nieszczęście Varenowie sześć miesięcy wcześniej dali mi tę filetkę Adèle która jak potwierdziła jest moją córką
filette,Ale na nieszczęście Varenowie sześć miesięcy wcześniej dali mi tę filetkę Adèle która jak potwierdziła jest moją córką
proofs,i może nią być chociaż nie widzę na jej twarzy żadnych dowodów tak ponurego ojcostwa
paternity,i może nią być chociaż nie widzę na jej twarzy żadnych dowodów tak ponurego ojcostwa
musician,z i muzykiem nie byłem
acknowledged,że
destitute,bez do
slime,że i
mud,i
transplanted,i
wholesome,do i zdrowej
illegitimate,ale teraz wiesz że to nieślubne potomstwo francuskiej opery być może inaczej pomyślisz o swoim stanowisku i protegowanej
offspring,ale teraz wiesz że to nieślubne potomstwo francuskiej opery być może inaczej pomyślisz o swoim stanowisku i protegowanej
protégée,i
Eh,mnie że
disowned,się
darkens,w
battledore,i
allowing,trzymał ją tam przez godzinę pozwalając jej paplać tak jak lubiła
rebuking,i do była
freedoms,i do była
trivialities,i do była
superficiality,i do była
congenial,i do była
merits,Mimo to miała swoje zalety
utmost,w z
resemble,i
reviewed,Dopiero po tym jak wycofałem się na noc do swojej komnaty systematycznie przeglądałem opowieść Pan Kiedy znów byłem sam przejrzałem informacje które otrzymałem
decidedly,zdecydowanie
paroxysm,i
expressing,w i
contentment,w i
wonderingly,Zastanawiałem się nad tym incydentem
inexplicable,się
tribute,Zaufanie które uznał za stosowne we mnie wydawało się hołdem dla mojej dyskrecji Żal mi ciebie żałuję cię szczerze Szkoda Jane ze strony niektórych ludzi to szkodliwy i obraźliwy rodzaj hołdu który jest usprawiedliwiony rzucaniem z powrotem w zęby tych którzy go składają
discretion,się z w
deportment,Jego zachowanie od kilku tygodni było dla mnie bardziej jednolite niż na początku
chilling,nie krew w żyłach
hauteur,nie miał napadów mrożącej krew w żyłach wyższości
honoured,i
conferences,i
glimpses,i
scenes,i
corrupt,i
novelty,z
characterised,na z
frankness,szczerość
cordial,mnie
imperious,władczy na i jak
pine,i
enlarge,się
blanks,pustki egzystencji zostały wypełnione
pleasurable,przyjemne się czasu w twoim
sardonic,jego
balanced,w mojej tajemniczej duszy wiedziałem że jego wielka życzliwość dla mnie została zrównoważona niesprawiedliwą surowością wobec wielu innych
malignant,że
harshness,Ale wierzyłem że jego nastrój szorstkość i dawne wady moralności Sarkazm który odpychał surowość która mnie kiedyś zaskoczyła były tylko jak ostre przyprawy w wybranym naczyniu
