"June 12, 1942
","12 czerwca 1942
"
"I have the strong feeling that Peter and I aren't really as different as we may seem on the surface, and I'll explain why
","Mam silne przeczucie, że Peter i ja nie różnimy się tak naprawdę, jak mogłoby się wydawać na pierwszy rzut oka, i wyjaśnię dlaczego
"
"neither Peter nor I have a mother
","ani Piotr, ani ja nie mamy matki
"
"His is too superficial, likes to flirt and doesn't concern herself much with what goes on in his head
","Jest zbyt powierzchowny, lubi flirtować i nie przejmuje się zbytnio tym, co dzieje się w jego głowie
"
"Mine takes an active interest in my life, but has no tact, sensitivity or motherly understanding
","Mój aktywnie interesuje się moim życiem, ale nie ma taktu, wrażliwości ani matczynego zrozumienia
"
"Both Peter and I are struggling with our innermost feelings
","Zarówno Peter, jak i ja zmagamy się z naszymi najgłębszymi uczuciami
"
"We're still unsure of ourselves and are too vulnerable, emotionally, to be dealt with so roughly
","Nadal nie jesteśmy pewni siebie i jesteśmy zbyt wrażliwi emocjonalnie, aby traktować nas tak brutalnie
"
"Whenever that happens, I want to run outside or hide my feelings
","Kiedy tak się dzieje, chcę uciec na zewnątrz lub ukryć swoje uczucia
"
"Instead, I bang the pots and pans, splash the water and am generally noisy, so that everyone wishes I were miles away
","Zamiast tego uderzam w garnki i patelnie, pluskam wodę i generalnie jestem hałaśliwy, więc wszyscy żałują, że nie jestem daleko
"
"Peter's reaction is to shut himself up, say little, sit quietly and daydream, all the while carefully hiding his true self
","Reakcją Piotra jest zamknięcie się, mało mówienie, spokojne siedzenie i marzenie, cały czas ostrożnie ukrywając swoje prawdziwe ja
"
"But how and when will we finally reach each other?
","Ale jak i kiedy w końcu dotrzemy do siebie?
"
"I don't know how much longer I can continue to keep this yearning under control
","Nie wiem, jak długo jeszcze będę w stanie kontrolować tę tęsknotę
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"MONDAY, FEBRUARY 28, 1944
","PONIEDZIAŁEK, 28 LUTEGO 1944
"
"My dearest Kitty,
","Moja najdroższa koteczku,
"
"It's like a nightmare, one that goes on long after I'm awake
","To jak koszmar, który trwa długo po przebudzeniu
"
"I see him nearly every hour of the day and yet I can't be with him, I can't let the others notice, and I have to pretend to be cheerful, though my heart is aching
","Widzę go prawie o każdej porze dnia, a mimo to nie mogę z nim być, nie mogę pozwolić innym to zauważyć i muszę udawać wesołą, choć serce mnie boli
"
"Peter Schiff and Peter van Daan have melted into one Peter, who's good and kind and whom I long for desperately
","Peter Schiff i Peter van Daan wtopili się w jednego Petera, który jest dobry i miły i za którym tęsknię rozpaczliwie
"
"Mother's horrible, Father's nice, which makes him even more exasperating, and Margot's the worst, since she takes advantage of my smiling face to claim me for herself, when all I want is to be left alone
","Matka jest okropna, ojciec miły, co czyni go jeszcze bardziej irytującym, a Margot jest najgorsza, ponieważ wykorzystuje moją uśmiechniętą twarz, by mnie odebrać, kiedy wszystko, czego chcę, to zostać sam
"
"Peter didn't join me in the attic, but went up to the loft to do some carpentry work
","Peter nie dołączył do mnie na strychu, ale poszedł na strych, aby wykonać jakąś prace stolarską
"
"At every rasp and bang, another chunk of my courage broke off and I was even more unhappy
","Z każdym zgrzytem i hukiem odrywała się kolejna porcja mojej odwagi i byłam jeszcze bardziej nieszczęśliwa
"
"In the distance a clock was tolling' 'Be pure in heart, be pure in mind
","W oddali bił zegar. - Bądź czysty w sercu, miej czysty umysł
"
"I'm sentimental, I know
","Wiem, jestem sentymentalny
"
"I'm despondent and foolish, I know that too
","Jestem przygnębiony i głupi, też to wiem
"
"Oh, help me
","Och, pomóż mi
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"WEDNESDAY, MARCH 1, 1944
","ŚRODA, 1 MARCA 1944
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"My own affairs have been pushed to the background by
","Moje własne sprawy zostały zepchnięte na dalszy plan
"
"a break-in
","włamanie
"
"I'm boring you with all my break-ins, but what can I do when burglars take such pleasure in honoring Gies & Go
","Nudzę Cię wszystkimi swoimi włamaniami, ale co mogę zrobić, gdy włamywacze czerpią taką przyjemność z uhonorowania Gies & Go
"
"with their presence? This incident is much more complicated than the last one, in July 1943
","z ich obecnością? Ten incydent jest znacznie bardziej skomplikowany niż ostatni, który miał miejsce w lipcu 1943 roku
"
"Last night at seven-thirty Mr
","Ostatniej nocy o siódmej trzydzieści panie
"
"van Daan was heading, as usual, for Mr
","van Daan jak zwykle zmierzał do pana
"
"Kugler's office when he saw that both the glass door and the office door were open
","Biuro Kuglera, kiedy zobaczył, że zarówno szklane drzwi, jak i drzwi do biura są otwarte
"
"He was surprised, but he went on through and was even more astonished to see that the alcove doors were open as well and that there was a terrible mess in the front office
","Był zaskoczony, ale przeszedł dalej i był jeszcze bardziej zdumiony, gdy zobaczył, że drzwi do alkowy są również otwarte i że w recepcji panował straszny bałagan.
"
"There's been a burglary
","Nastąpiło włamanie
"
"flashed through his mind
","przemknęła przez jego umysł
"
"But just to make sure, he went downstairs to the front door, checked the lock and found everything closed
","Ale żeby się upewnić, zszedł na dół do drzwi wejściowych, sprawdził zamek i stwierdził, że wszystko jest zamknięte
"
"Bep and Peter must just have been very careless this evening
","Bep i Peter musieli być dziś wieczorem bardzo nieostrożni
"
"He remained for a while in Mr
","Pozostał przez chwilę w Mr.
"
"Kugler's office, switched off the lamp and went upstairs without worrying much about the open doors or the messy office
","Kugler zgasił lampę i poszedł na górę, nie przejmując się zbytnio otwartymi drzwiami i bałaganem w biurze
"
"Early this morning Peter knocked at our door to tell us that the front door was wide open and that the projector and Mr
","Dziś wczesnym rankiem Peter zapukał do naszych drzwi, aby powiedzieć nam, że frontowe drzwi są szeroko otwarte i że projektor i pan
"
"Kugler's new briefcase had disappeared from the closet
","Nowa teczka Kuglera zniknęła z szafy
"
"Peter was instructed to lock the door
","Peter został poinstruowany, aby zamknąć drzwi
"
"van Daan told us his discoveries of the night before, and we were extremely worried
","van Daan opowiedział nam o swoich odkryciach z poprzedniego wieczoru i byliśmy bardzo zmartwieni
"
"The only explanation is that the burglar must have had a duplicate key, since there were no signs of a forced entry
","Jedynym wytłumaczeniem jest to, że włamywacz musiał mieć zduplikowany klucz, ponieważ nie było śladów włamania
"
"He must have sneaked in early in the evening, shut the door behind him, hidden himself when he heard Mr
","Musiał zakraść się wczesnym wieczorem, zatrzasnąć za sobą drzwi, schować się, gdy usłyszał pana
"
"van Daan, fled with the loot after Mr
","van Daan, uciekł z łupem za panem
"
"van Daan went upstairs and, in his hurry, not bothered to shut the door
","van Daan poszedł na górę i w pośpiechu nie zadał sobie trudu, aby zamknąć drzwi
"
"Who could have our key? Why didn't the burglar go to the warehouse? Was it one of our own warehouse employees, and will he turn us in, now that he's heard Mr
","Kto może mieć nasz klucz? Dlaczego włamywacz nie poszedł do magazynu? Czy był to jeden z naszych pracowników magazynu i czy wyda nas teraz, kiedy usłyszał Mr.
"
"van Daan and maybe even seen him?
","van Daan, a może nawet go widział?
"
"It's really scary, since we don't know whether the burglar will take it into his head to try and get in again
","To naprawdę przerażające, bo nie wiemy, czy włamywacz weźmie sobie do głowy próbę ponownego wejścia
"
"Or was he so startled when he heard someone else in the building that he'll stay away?
","A może był tak zaskoczony, kiedy usłyszał kogoś w budynku, że trzymał się z daleka?
"
"Yours, Anne
","Pozdrawiam, Anne
"
"We'd be delighted if you could hunt up a good detective for us
","Bylibyśmy zachwyceni, gdybyś mógł znaleźć dla nas dobrego detektywa
"
"Obviously, there's one condition
","Oczywiście jest jeden warunek
"
"he must be relied upon not to inform on people in hiding
","należy polegać na tym, że nie będzie informował o ukrywających się ludziach
"
"THURSDAY, MARCH 2, 1944
","CZWARTEK, 2 MARCA 1944
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Margot and I were in the attic together today
","Margot i ja byliśmy dzisiaj razem na strychu
"
"I can't enjoy being there with her the way I imagine it'd be with Peter
","Nie mogę cieszyć się przebywaniem z nią tak, jak wyobrażam sobie, że byłby z Peterem
"
"or someone else
","lub ktoś inny
"
"I know she feels the same about most things as I do
","Wiem, że w większości rzeczy czuje to samo co ja
"
"While doing the dishes, Bep began talking to Mother and Mrs
","Zmywając naczynia, Bep zaczął rozmawiać z mamą i panią
"
"van Daan about how discouraged she gets
","van Daan o tym, jak bardzo się zniechęca
"
"What help did those two offer her? Our tactless mother, especially, only made things go from bad to worse
","Jaką pomoc zaoferowali jej ci dwaj? Zwłaszcza nasza nietaktowna matka tylko pogorszyła sytuację
"
"Do you know what her advice was? That she should think about all the other people in the world who are suffering
","Czy wiesz, jaka była jej rada? Że powinna myśleć o wszystkich innych ludziach na świecie, którzy cierpią
"
"How can thinking about the misery of others help if you're miserable yourself? I said as much
","Jak myślenie o nieszczęściu innych może pomóc, jeśli sam jesteś nieszczęśliwy? Powiedziałem tak dużo
"
"Their response, of course, was that I should stay out of conversations of this sort
","Ich odpowiedź była oczywiście taka, że ​​powinienem unikać tego rodzaju rozmów
"
"The grown-ups are such idiots
","Dorośli są takimi idiotami
"
"As if Peter, Margot, Bep and I didn't all have the same feelings
","Jakby Peter, Margot, Bep i ja nie wszyscy mieliśmy takie same uczucia
"
"The only thing that helps is a mother's love, or that of a very, very close friend
","Jedyne, co pomaga, to miłość matki lub bardzo, bardzo bliskiego przyjaciela
"
"But these two mothers don't understand the first thing about us
","Ale te dwie matki nie rozumieją o nas pierwszej rzeczy
"
"Perhaps Mrs
","Może pani
"
"van Daan does, a bit more than Mother
","van Daan, trochę bardziej niż matka
"
"Oh, I wish I could have said something to poor Bep, something that I know from my own experience would have helped
","Och, żałuję, że nie mogłem powiedzieć coś biednemu Bepowi, coś, co wiem z własnego doświadczenia, pomogłoby
"
"But Father came between us, pushing me roughly aside
","Ale ojciec stanął między nami, odsuwając mnie brutalnie na bok
"
"They're all so stupid
","Wszyscy są tacy głupi
"
"I also talked to Margot about Father and Mother, about how nice it could be here if they weren't so aggravating
","Rozmawiałem też z Margot o ojcu i matce, o tym, jak fajnie by tu było, gdyby nie byli tak irytujący
"
"We'd be able to organize evenings in which everyone could take turns discussing a given subject
","Moglibyśmy zorganizować wieczory, podczas których każdy mógł po kolei omówić dany temat
"
"But we've already been through all that
","Ale już to wszystko przeszliśmy
"
"It's impossible for me to talk here
","Nie mogę tu mówić
"
"van Daan goes on the offensive, Mother gets sarcastic and can't say anything in a normal voice, Father doesn't feel like taking part, nor does Mr
","van Daan przechodzi do ofensywy, matka robi się sarkastyczna i nie może nic powiedzieć normalnym głosem, ojciec nie ma ochoty brać w niej udziału, a pan
"
"Dussel, and Mrs
","Dussel i Mrs
"
"van D
","van D.
"
"is attacked so often that she just sits there with a red face, hardly able to put up a fight anymore
","jest atakowana tak często, że po prostu siedzi tam z czerwoną twarzą i ledwo jest w stanie podjąć walkę
"
"And what about us? We aren't allowed to have an opinion
","A co z nami? Nie możemy mieć opinii
"
