"June 12, 1942
","12 czerwca 1942
"
"So far estranged, that I did not expect him to come and speak to me
","Tak daleko wyobcowany, że nie spodziewałem się, że przyjdzie i ze mną porozmawia
"
"I did not wonder, when, without looking at me, he took a seat at the other side of the room, and began conversing with some of the ladies
","Nie zastanawiałem się, kiedy nie patrząc na mnie, usiadł po drugiej stronie pokoju i zaczął rozmawiać z niektórymi paniami
"
"No sooner did I see that his attention was riveted on them, and that I might gaze without being observed, than my eyes were drawn involuntarily to his face
","Gdy tylko zauważyłem, że jego uwaga została przykuta do nich i że mogę patrzeć bez bycia obserwowanym, moje oczy mimowolnie skierowały się na jego twarz
"
"I could not keep their lids under control
","Nie mogłem kontrolować ich powiek
"
"they would rise, and the irids would fix on him
","podniosą się, a tęczówki skupią się na nim
"
"I looked, and had an acute pleasure in looking,—a precious yet poignant pleasure
","Patrzyłem i miałem w tym ogromną przyjemność - cenną, ale przejmującą przyjemność
"
"pure gold, with a steely point of agony
","czyste złoto ze stalowym ostrzem agonii
"
"a pleasure like what the thirst-perishing man might feel who knows the well to which he has crept is poisoned, yet stoops and drinks divine draughts nevertheless
","przyjemność podobna do tego, co może czuć ginący pragnienie człowiek, który zna studnię, do której się podkradł, jest zatruta, a mimo to pochyla się i pije boskie przeciągi
"
"Most true is it that “beauty is in the eye of the gazer.” My master’s colourless, olive face, square, massive brow, broad and jetty eyebrows, deep eyes, strong features, firm, grim mouth,—all energy, decision, will,—were not beautiful, according to rule
","Prawdą jest, że „piękno jest w oku patrzącego”. Bezbarwna, oliwkowa twarz mego pana, kwadratowa, masywna brwi, szerokie i pomarszczone brwi, głębokie oczy, mocne rysy, jędrne, ponure usta - cała energia, decyzja, wola - nie były piękne, zgodnie z regułą
"
"but they were more than beautiful to me
","ale były dla mnie więcej niż piękne
"
"they were full of an interest, an influence that quite mastered me,—that took my feelings from my own power and fettered them in his
","były pełne zainteresowania, wpływ, który całkiem mnie opanował - który odebrał moje uczucia z mojej własnej mocy i spętał je w jego
"
"I had not intended to love him
","Nie chciałem go kochać
"
"the reader knows I had wrought hard to extirpate from my soul the germs of love there detected
","Czytelnik wie, że ciężko pracowałem, aby wyplenić z duszy wykryte tam zarodki miłości
"
"and now, at the first renewed view of him, they spontaneously arrived, green and strong
","a teraz, przy pierwszym ponownym spojrzeniu na niego, spontanicznie przybyli, zieloni i silni
"
"He made me love him without looking at me
","Sprawił, że go pokochałem, nie patrząc na mnie
"
"I compared him with his guests
","Porównałem go z jego gośćmi
"
"What was the gallant grace of the Lynns, the languid elegance of Lord Ingram,—even the military distinction of Colonel Dent, contrasted with his look of native pith and genuine power? I had no sympathy in their appearance, their expression
","Jaka była dzielna gracja Lynnów, ospała elegancja lorda Ingrama, a nawet wojskowe wyróżnienie pułkownika Denta, w zestawieniu z jego wyglądem tubylców i prawdziwą mocą? Nie miałem sympatii w ich wyglądzie, ich wyrazie
"
"yet I could imagine that most observers would call them attractive, handsome, imposing
","mimo to mogłem sobie wyobrazić, że większość obserwatorów nazwałaby ich atrakcyjnymi, przystojnymi, imponującymi
"
"while they would pronounce Mr
","podczas gdy wymawiali Mr.
"
"Rochester at once harsh-featured and melancholylooking
","Rochester jednocześnie szorstki i melancholijny
"
"I saw them smile, laugh—it was nothing
","Widziałem, jak się uśmiechali, śmiali - to było nic
"
"the light of the candles had as much soul in it as their smile
","światło świec miało w sobie tyle samo duszy, co ich uśmiech
"
"the tinkle of the bell as much significance as their laugh
","brzęk dzwonka był równie ważny, jak ich śmiech
"
"I saw Mr
","Widziałem pana
"
"Rochester smile
","Uśmiech Rochester
"
"his stern features softened
","jego surowe rysy złagodniały
"
"his eye grew both brilliant and gentle, its ray both searching and sweet
","jego oko stało się zarówno błyszczące, jak i delikatne, jego promień był jednocześnie przenikliwy i słodki
"
"He was talking, at the moment, to Louisa and Amy Eshton
","W tej chwili rozmawiał z Louisą i Amy Eshton
"
"I wondered to see them receive with calm that look which seemed to me so penetrating
","Dziwiłem się, widząc, jak ze spokojem przyjmują to spojrzenie, które wydawało mi się tak przenikliwe
"
"I expected their eyes to fall, their colour to rise under it
","Spodziewałem się, że ich oczy opadną, a pod nimi podniesie się ich kolor
"
"yet I was glad when I found they were in no sense moved
","jednak ucieszyłem się, gdy stwierdziłem, że nie są w żadnym sensie poruszeni
"
"He is not to them what he is to me,” I thought
","On nie jest dla nich tym, czym jest dla mnie - pomyślałem
"
"is not of their kind
","nie jest w ich rodzaju
"
"I believe he is of mine
","Myślę, że jest mój
"
"I am sure he is—I feel akin to him—I understand the language of his countenance and movements
","Jestem pewien, że jest - czuję się do niego podobny - rozumiem język jego twarzy i ruchów
"
"though rank and wealth sever us widely, I have something in my brain and heart, in my blood and nerves, that assimilates me mentally to him
","choć ranga i bogactwo bardzo nas dzielą, mam coś w mózgu i sercu, we krwi i nerwach, co asymiluje mnie psychicznie do niego
"
"Did I say, a few days since, that I had nothing to do with him but to receive my salary at his hands? Did I forbid myself to think of him in any other light than as a paymaster? Blasphemy against nature
","Czy powiedziałem kilka dni temu, że nie mam z nim nic wspólnego, jak tylko otrzymać swoją pensję z jego rąk? Czy zabroniłem sobie myśleć o nim w innym świetle niż jako o płatniku? Bluźnierstwo przeciwko naturze
"
"Every good, true, vigorous feeling I have gathers impulsively round him
","Każde dobre, prawdziwe, pełne wigoru uczucie, jakie mam, zbiera się wokół niego impulsywnie
"
"I know I must conceal my sentiments
","Wiem, że muszę ukrywać swoje uczucia
"
"I must smother hope
","Muszę stłumić nadzieję
"
"I must remember that he cannot care much for me
","Muszę pamiętać, że nie może się o mnie troszczyć
"
"For when I say that I am of his kind, I do not mean that I have his force to influence, and his spell to attract
","Kiedy mówię, że jestem z jego gatunku, nie mam na myśli, że mam jego siłę, by wpływać, a jego zaklęcie przyciągające
"
"I mean only that I have certain tastes and feelings in common with him
","Chodzi mi tylko o to, że mam z nim wspólne gusta i uczucia
"
"I must, then, repeat continually that we are for ever sundered
","Muszę więc nieustannie powtarzać, że jesteśmy rozdzieleni na zawsze
"
"and yet, while I breathe and think, I must love him.” Coffee is handed
","a jednak, kiedy oddycham i myślę, muszę go kochać ”. Podaje się kawę
"
"The ladies, since the gentlemen entered, have become lively as larks
","Panie, odkąd panowie weszli, ożyły jak skowronki
"
"conversation waxes brisk and merry
","rozmowa woskuje ożywioną i wesołą
"
"Colonel Dent and Mr
","Pułkownik Dent i Mr
"
"Eshton argue on politics
","Eshton spiera się o politykę
"
"their wives listen
","ich żony słuchają
"
"The two proud dowagers, Lady Lynn and Lady Ingram, confabulate together
","Dwie dumne wdowy, Lady Lynn i Lady Ingram, kłócą się ze sobą
"
"Sir George—whom, by-the-bye, I have forgotten to describe,—a very big, and very fresh-looking country gentleman, stands before their sofa, coffee-cup in hand, and occasionally puts in a word
","Sir George - którego, przy okazji, zapomniałem opisać - bardzo duży i bardzo świeżo wyglądający wiejski dżentelmen stoi przed ich kanapą z filiżanką w ręku i od czasu do czasu wkłada słowo
"
"Frederick Lynn has taken a seat beside Mary Ingram, and is showing her the engravings of a splendid volume
","Frederick Lynn zajął miejsce obok Mary Ingram i pokazuje jej ryciny wspaniałego tomu
"
"she looks, smiles now and then, but apparently says little
","patrzy, uśmiecha się od czasu do czasu, ale najwyraźniej niewiele mówi
"
"The tall and phlegmatic Lord Ingram leans with folded arms on the chair-back of the little and lively Amy Eshton
","Wysoki i flegmatyczny lord Ingram opiera się z założonymi rękami na oparciu krzesła małej i żywej Amy Eshton
"
"she glances up at him, and chatters like a wren
","spogląda na niego i gada jak strzyżyk
"
"she likes him better than she does Mr
","lubi go bardziej niż pana
"
"Henry Lynn has taken possession of an ottoman at the feet of Louisa
","Henry Lynn wziął w posiadanie otomanę u stóp Louisy
"
"Adèle shares it with him
","Adèle dzieli się tym z nim
"
"he is trying to talk French with her, and Louisa laughs at his blunders
","próbuje rozmawiać z nią po francusku, a Louisa śmieje się z jego błędów
"
"With whom will Blanche Ingram pair? She is standing alone at the table, bending gracefully over an album
","Z kim sparuje Blanche Ingram? Stoi samotnie przy stole, pochylając się z gracją nad albumem
"
"She seems waiting to be sought
","Wydaje się, że czeka na poszukiwanie
"
"but she will not wait too long
","ale nie będzie czekać zbyt długo
"
"she herself selects a mate
","ona sama wybiera partnera
"
"Rochester, having quitted the Eshtons, stands on the hearth as solitary as she stands by the table
","Rochester, opuściwszy Eshtons, stoi na palenisku tak samotnie, jak ona stoi przy stole
"
"she confronts him, taking her station on the opposite side of the mantelpiece
","konfrontuje się z nim, zajmując swoje stanowisko po przeciwnej stronie kominka
"
"Rochester, I thought you were not fond of children?” “Nor am I.” “Then, what induced you to take charge of such a little doll as that
","Rochester, myślałem, że nie lubisz dzieci? ""Ani ja."" - W takim razie, co skłoniło cię do zajęcia się taką małą lalką jak ta
"
"pointing to Adèle
","wskazując na Adèle
"
"Where did you pick her up?” “I did not pick her up
","Gdzie ją odebrałeś? ” „Nie odebrałem jej
"
"she was left on my hands.” “You should have sent her to school.” “I could not afford it
","została na moich rękach ”. - Powinieneś był wysłać ją do szkoły. „Nie było mnie na to stać
"
"schools are so dear.”
","szkoły są tak drogie ”.
"
"“Why, I suppose you have a governess for her
","- No cóż, przypuszczam, że masz dla niej guwernantkę
"
"I saw a person with her just now—is she gone? Oh, no
","Widziałem przed chwilą osobę z nią - czy odeszła? O nie
"
"there she is still, behind the window-curtain
","tam jest nadal, za zasłoną okna
"
"You pay her, of course
","Oczywiście płacisz jej
"
"I should think it quite as expensive,—more so
","Myślę, że to dość drogie, a nawet więcej
"
